SBY 20:38:15 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] Removing directory '/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv'.
SBY 20:38:19 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.induction: ##   0:00:02  Writing trace to Yosys witness file: engine_0/trace_induct.yw
SBY 20:38:19 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.induction: ##   0:00:02  Status: failed
SBY 20:38:19 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.induction: finished (returncode=1)
SBY 20:38:19 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.induction: Status returned by engine for induction: FAIL
SBY 20:38:28 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:00:12  Checking assumptions in step 6..
SBY 20:38:28 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:00:12  Checking assertions in step 6..
SBY 20:39:11 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:00:55  Checking assumptions in step 7..
SBY 20:39:11 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:00:55  Checking assertions in step 7..
SBY 20:40:12 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:01:56  waiting for solver (1 minute)
SBY 20:40:47 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:02:31  Checking assumptions in step 8..
SBY 20:40:47 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:02:31  Checking assertions in step 8..
SBY 20:41:49 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:03:32  waiting for solver (1 minute)
SBY 20:45:54 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:07:38  waiting for solver (5 minutes)
SBY 20:46:48 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:08:32  Checking assumptions in step 9..
SBY 20:46:48 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:08:32  Checking assertions in step 9..
SBY 20:47:50 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: ##   0:09:33  waiting for solver (1 minute)
SBY 20:50:46 [/mnt/d/tushar/Downloads/RTL.ai/runs/sha_multifile_selfcheck/equiv] engine_0.basecase: terminating process
