SBY  1:46:20 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:03  Checking assertions in step 11..
SBY  1:46:21 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:04  Checking assumptions in step 12..
SBY  1:46:21 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:04  Checking assertions in step 12..
SBY  1:46:21 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:04  Checking assumptions in step 13..
SBY  1:46:21 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:04  Checking assertions in step 13..
SBY  1:46:22 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:05  Checking assumptions in step 14..
SBY  1:46:22 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:05  Checking assertions in step 14..
SBY  1:46:23 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:06  Checking assumptions in step 15..
SBY  1:46:23 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:06  Checking assertions in step 15..
SBY  1:46:23 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:06  Checking assumptions in step 16..
SBY  1:46:23 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:06  Checking assertions in step 16..
SBY  1:46:24 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:07  Checking assumptions in step 17..
SBY  1:46:24 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:07  Checking assertions in step 17..
SBY  1:46:25 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:08  Checking assumptions in step 18..
SBY  1:46:25 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:08  Checking assertions in step 18..
SBY  1:46:26 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:09  Checking assumptions in step 19..
SBY  1:46:26 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:09  Checking assertions in step 19..
SBY  1:46:26 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: ##   0:00:09  Status: passed
SBY  1:46:26 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: finished (returncode=0)
SBY  1:46:26 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.basecase: Status returned by engine for basecase: pass
SBY  1:46:48 [/Users/ritikjindal/rtl-ai-project/runs/bm_butterfly_optimize_20260912T201045Z/attempt_1/candidate_2/formal/equiv] engine_0.induction: terminating process
